city,region,year,weekofyear,month,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,reanalysis_precip_amt_kg_per_m2,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,population_density,hospital_capacity_index,lag1_cases,lag2_cases,lag4_cases,outbreak_zone,total_cases
Galle,Sri_Lanka,2003,49,12,0.174001,0.097014,0.093664,-0.031009,24.5,302.0029,301.4647,294.7038,303.81,299.12,90.323,10.3187,4.6929,24.78,29.1765,3.5407,29.84,26.3,30.28,0.724,0.573,4,6,8,0,7
Gampaha,Sri_Lanka,1997,30,8,0.379479,0.298838,0.230068,0.39636,104.25,300.9537,300.9052,296.4587,302.35,299.46,94.0313,10.332,2.8866,113.06,28.5385,2.0,28.58,26.74,104.26,0.734,0.593,14,11,9,0,14
Karachi,Sindh_PK,2009,28,7,0.132641,0.017696,-0.00361,0.037084,6.66,303.7063,304.2218,301.1712,308.08,300.36,73.2045,7.9854,7.7263,5.7,31.2012,6.5944,34.33,27.73,8.61,0.859,0.486,8,8,12,0,11
Islamabad,ICT_PK,2015,33,9,0.170189,0.110483,0.171018,0.165096,26.7,302.1231,302.3807,297.217,304.76,300.0,59.7196,6.567,4.7585,27.44,29.1037,5.7553,32.27,26.52,28.45,0.637,0.666,2,5,10,0,3
Muzaffarabad,AJK_PK,2011,52,12,0.143629,0.045018,0.194713,0.115359,1.12,297.8975,298.0316,293.2271,299.97,296.09,88.9834,9.3337,3.8746,1.14,24.7495,4.0519,27.18,23.13,1.19,0.373,0.315,0,1,2,0,0
Peshawar,KPK_PK,2001,49,12,0.180514,0.086655,0.202729,0.176617,35.56,304.3359,304.7273,299.3924,311.05,298.41,63.4041,7.0091,12.6429,31.0,31.2367,12.9511,38.3,25.35,39.57,0.644,0.401,3,2,5,0,2
Jaffna,Sri_Lanka,1992,45,12,0.139791,0.087948,0.092441,0.043663,6.21,304.4039,304.0378,299.9715,306.34,301.73,64.0886,6.645,4.6115,5.79,31.1742,4.6075,32.82,28.21,10.48,0.742,0.599,1,0,3,0,0
Karachi,Sindh_PK,2008,8,2,-0.001136,0.020797,0.016047,0.00127,0.01,297.9367,297.9765,293.6916,301.16,294.79,61.8729,6.6993,6.3635,0.01,25.0206,7.1616,28.91,21.75,0.0,0.827,0.47,0,0,4,0,0
Lahore,Punjab_PK,2024,37,10,0.016693,-0.017,0.106985,0.172578,7.4,298.8674,298.5342,293.0472,303.56,293.51,77.5113,8.4219,10.05,7.33,25.4643,9.2007,30.77,21.57,10.0,0.957,0.521,4,8,6,0,4
Islamabad,ICT_PK,1999,33,9,0.146775,0.112817,0.100366,0.10811,31.61,290.9747,290.9487,287.6502,295.56,286.34,72.8973,8.1048,9.2264,29.9,17.6439,9.5285,22.8,13.27,26.14,0.694,0.636,6,3,0,0,5
Lahore,Punjab_PK,1996,13,4,0.067277,0.152043,0.075595,0.090994,11.13,302.2037,302.292,295.1005,306.85,297.73,67.0761,7.3488,9.1219,10.55,29.4227,9.554,34.62,25.07,16.47,0.854,0.549,6,6,11,0,8
San_Juan,Puerto_Rico,2014,18,5,0.191897,0.320953,0.417816,0.293477,92.01,300.0442,299.8036,294.3259,301.93,297.68,70.3374,7.7301,4.2529,81.68,27.1866,4.1914,28.62,24.43,88.7,0.807,0.815,16,14,8,0,17
Iquitos,Peru,1999,14,4,0.31344,0.369162,0.407,0.488967,97.14,299.8647,300.2188,295.572,301.99,298.45,92.1156,9.6447,3.5394,105.95,27.2545,3.2026,29.03,25.83,98.81,0.317,0.433,84,80,77,1,86
Jaffna,Sri_Lanka,2022,8,2,0.051204,0.125732,-0.038166,0.03443,1.56,304.8498,304.7075,302.0,308.7,300.72,80.3574,8.6871,7.9809,1.6,31.061,7.8361,35.96,28.13,0.0,0.717,0.623,3,7,5,0,3
Gampaha,Sri_Lanka,2020,3,1,0.45694,0.578607,0.44139,0.6,162.25,298.4284,298.1416,294.6628,298.97,297.32,78.6549,8.4727,1.6485,176.47,25.5034,2.5847,26.09,23.51,153.82,0.764,0.604,0,1,0,0,2
Galle,Sri_Lanka,1993,14,4,0.570526,0.442771,0.407006,0.418479,138.72,297.4542,297.6457,292.753,299.0,296.29,80.8618,8.8302,2.7172,132.42,25.7041,3.3639,25.93,22.57,131.22,0.779,0.599,12,12,16,0,12
Karachi,Sindh_PK,2003,49,12,0.048072,-0.01616,-0.032393,0.094711,3.61,297.8328,297.3725,292.2628,300.66,294.08,81.6481,8.8396,6.5789,3.25,23.6801,6.1719,26.56,20.39,10.94,0.854,0.473,0,0,0,0,0
Kandy,Sri_Lanka,2019,51,12,0.304914,0.202229,0.110968,0.317781,5.38,298.1977,298.1881,292.3149,300.42,295.95,76.2292,8.3038,4.4717,5.49,24.405,4.8168,27.3,22.49,2.62,0.702,0.571,9,10,5,0,11
Galle,Sri_Lanka,2009,3,1,0.172398,0.062942,0.101918,0.314094,33.99,300.0637,299.8064,294.9623,303.57,296.04,97.5987,10.3864,7.5284,28.93,26.2529,8.5121,30.95,22.44,36.87,0.788,0.608,9,11,17,0,6
Ampara,Sri_Lanka,2010,2,1,0.265366,0.243449,0.198514,0.160043,60.85,301.3548,301.691,296.8427,304.98,298.4,69.9047,7.2919,6.587,65.42,28.8613,7.7074,32.87,25.17,67.09,0.791,0.567,6,7,6,0,3
Muzaffarabad,AJK_PK,1998,26,7,0.194548,0.206281,0.034548,-0.035974,6.2,300.8543,300.5062,296.6623,305.47,295.54,66.7571,7.1289,9.9335,5.47,27.4505,9.538,32.07,22.53,5.26,0.466,0.337,3,3,0,0,5
Iquitos,Peru,1995,28,7,0.0578,0.045586,0.021995,0.095491,13.25,299.5678,299.2253,294.9878,300.61,297.84,85.4124,8.905,2.7635,14.57,26.7313,2.2872,27.2,24.91,10.86,0.389,0.445,0,0,0,0,3
Quetta,Balochistan_PK,2021,52,12,0.008847,0.05863,0.010943,-0.008144,0.37,294.204,293.9214,288.721,300.61,287.23,39.518,5.0,13.3842,0.35,20.7903,13.7478,27.37,13.63,0.0,0.18,0.276,2,0,2,0,0
San_Juan,Puerto_Rico,1997,1,1,0.036543,0.207698,0.120742,0.120969,26.34,299.3382,299.5732,293.4501,301.49,297.65,76.3463,8.4038,3.8379,27.68,26.5167,4.2713,28.96,24.69,16.83,0.841,0.81,8,5,7,0,5
Lahore,Punjab_PK,2000,26,7,0.072273,0.038171,-0.013858,0.085863,6.13,298.3893,298.8237,292.6477,303.14,294.51,71.4121,7.8949,8.6273,6.7,25.9128,8.2903,30.04,21.75,3.61,0.915,0.544,7,4,0,0,7
Galle,Sri_Lanka,2016,38,10,0.208114,-0.008364,0.041776,-0.00143,7.69,301.3465,301.269,299.1545,303.46,299.07,82.3415,9.1655,4.3898,6.74,28.1949,4.1369,30.33,26.2,6.99,0.746,0.602,70,70,72,1,67
Galle,Sri_Lanka,2018,34,9,0.090823,0.00072,0.033373,0.154252,41.15,297.839,298.3006,294.6966,300.3,296.3,91.6608,10.1248,3.9966,35.34,24.9388,3.5978,26.48,22.88,38.92,0.765,0.582,133,133,133,1,131
Muzaffarabad,AJK_PK,2007,24,6,0.173229,0.157814,0.15697,0.123489,24.84,292.827,292.7931,286.9302,295.85,289.73,82.2445,8.8775,6.1229,24.27,19.6955,6.869,22.56,15.69,28.41,0.414,0.341,0,0,3,0,1
Ampara,Sri_Lanka,2013,39,10,-0.03772,0.009269,0.114485,0.051495,0.1,301.2921,301.4914,298.1721,305.27,297.72,74.3938,8.6119,7.5522,0.11,28.855,8.2837,32.41,24.12,0.0,0.756,0.583,0,0,0,0,1
Lahore,Punjab_PK,2005,43,11,0.208904,0.15334,0.121462,0.241075,30.97,289.7653,290.1197,284.825,293.37,286.87,69.7401,7.4133,6.4966,30.83,17.1468,7.8602,22.0,12.9,32.2,0.905,0.576,1,0,4,0,1
Islamabad,ICT_PK,2011,2,1,0.24471,0.015889,-0.003013,0.142262,14.35,299.2594,299.562,294.499,304.46,294.67,62.8318,7.1469,9.7888,14.61,26.1023,9.7881,31.72,21.93,10.12,0.739,0.638,0,4,4,0,0
Lahore,Punjab_PK,2000,33,9,-0.065758,0.070198,0.066548,0.16675,0.07,301.8108,302.2186,298.2257,306.87,297.57,66.1068,7.3694,9.2964,0.07,28.9643,9.0494,33.93,24.88,1.62,0.863,0.519,10,14,16,0,7
Quetta,Balochistan_PK,2016,51,12,0.075177,0.159812,0.042701,0.04178,23.47,299.7986,299.7985,294.8756,306.02,293.57,57.5687,6.5492,12.4512,25.62,27.1154,12.6196,32.18,19.56,21.1,0.158,0.25,3,7,7,0,0
Colombo,Sri_Lanka,2024,17,5,0.250477,0.399324,0.298859,0.41763,107.31,300.3025,300.1953,292.9787,303.29,297.1,84.0037,9.2122,6.1872,120.65,27.2134,4.9788,29.08,24.1,108.51,0.772,0.6,11,12,16,0,12
Ampara,Sri_Lanka,2006,19,5,0.023047,0.105323,0.01122,0.0748,4.21,301.4509,300.8872,296.2817,301.38,300.39,89.1895,9.899,1.0,4.54,27.384,2.0,29.53,27.75,1.05,0.73,0.586,30,29,30,1,27
Quetta,Balochistan_PK,2018,32,8,0.054161,0.092199,0.092916,0.094471,21.55,298.4163,298.5991,296.4751,304.37,292.83,50.7268,5.5741,11.5477,20.09,25.3252,12.6262,31.71,19.08,19.0,0.201,0.25,0,0,4,0,0
Galle,Sri_Lanka,2000,25,7,0.10616,0.265687,0.104953,0.15601,44.36,299.8412,300.29,296.2909,303.36,297.22,89.4244,9.7647,6.1363,48.57,27.8513,5.9639,29.78,23.82,43.28,0.737,0.624,103,100,106,1,106
Galle,Sri_Lanka,2018,19,5,0.6,0.6,0.597951,0.6,207.03,297.9237,298.1198,294.8417,301.6,294.64,82.3995,9.32,6.9569,224.24,26.1877,6.5857,27.99,21.41,207.75,0.846,0.603,14,11,15,0,17
Islamabad,ICT_PK,2012,45,12,0.01419,0.041461,0.121823,0.034836,12.55,302.5251,302.3737,298.379,306.37,298.38,72.1656,7.5482,7.9952,10.7,29.0516,8.4994,33.29,24.79,15.79,0.703,0.671,0,0,0,0,3
Jaffna,Sri_Lanka,1997,34,9,0.090348,0.14768,0.206918,0.113438,9.59,302.3645,302.5999,297.0036,304.34,300.86,79.0624,8.7749,3.484,8.83,29.7693,3.1251,30.7,27.57,13.06,0.7,0.599,6,6,8,0,4
Peshawar,KPK_PK,2002,22,6,0.284362,0.181051,0.243255,0.21812,51.88,308.0,308.0,302.0,312.75,303.92,69.4509,7.445,8.8257,52.26,35.3506,8.162,39.02,30.0,54.68,0.587,0.376,3,0,0,0,2
Iquitos,Peru,2012,16,4,0.586418,0.383453,0.405148,0.424127,117.33,301.2199,301.7649,300.682,303.06,300.47,78.9302,8.8028,2.5906,115.72,29.2905,2.4353,29.94,27.5,117.72,0.355,0.451,10,10,4,0,8
Gampaha,Sri_Lanka,2021,26,7,0.256297,0.227561,0.192016,0.274995,90.98,300.3878,300.5661,296.9751,301.73,299.4,79.104,9.2309,2.3229,86.09,27.1852,2.0,28.02,27.08,96.23,0.755,0.58,10,8,7,0,13
Gampaha,Sri_Lanka,2002,20,5,0.017037,0.130249,0.110694,0.220196,32.7,299.6315,299.8106,294.0978,302.43,297.19,85.9241,9.2111,5.2436,34.55,26.7376,4.8268,28.86,24.03,32.21,0.812,0.589,134,135,141,1,137
Iquitos,Peru,2008,41,11,0.506878,0.490653,0.476253,0.6,174.48,299.6494,299.1845,293.293,300.65,297.72,76.4691,8.216,2.9301,160.13,26.852,2.9213,27.48,24.56,176.11,0.322,0.445,6,3,1,0,3
Kandy,Sri_Lanka,2005,10,3,0.119583,0.283656,0.178061,0.201643,17.56,295.7285,296.1691,291.9493,297.72,294.62,75.3246,8.2603,3.0953,18.29,23.6261,2.0,23.59,21.68,12.47,0.682,0.593,1,3,6,0,4
Kandy,Sri_Lanka,1996,28,7,0.089479,0.237628,0.091525,0.141393,33.88,296.3517,296.0248,288.0963,297.9,294.15,70.5473,7.7941,3.7461,36.13,22.3248,5.364,25.74,20.38,28.4,0.7,0.586,6,5,0,0,8
Kandy,Sri_Lanka,2005,5,2,-0.004722,0.139825,0.22451,0.038313,3.93,297.419,297.0878,291.6013,299.62,294.55,75.451,8.0524,5.0718,4.11,23.6133,5.6881,26.68,20.99,7.11,0.778,0.607,0,0,4,0,1
Karachi,Sindh_PK,1991,17,5,0.039372,-0.005514,0.038602,0.004241,0.01,299.7551,300.1771,297.3474,304.34,296.01,43.1242,5.128,8.3345,0.01,26.4312,9.4491,31.73,22.29,1.14,0.909,0.515,1,4,9,0,2
Muzaffarabad,AJK_PK,2024,29,8,0.255255,0.309907,0.150699,0.209142,38.06,300.5564,300.4437,293.1994,302.84,298.05,69.5791,7.8673,4.7932,36.48,26.9392,5.8471,30.51,24.67,33.67,0.477,0.342,5,2,3,0,3
Quetta,Balochistan_PK,1992,47,12,0.066593,0.048587,0.017981,-0.027493,7.19,296.1415,297.0476,291.944,302.58,291.51,34.467,5.0,11.0692,8.17,24.1042,11.1829,29.75,18.57,8.03,0.161,0.22,2,2,6,0,0
Lahore,Punjab_PK,2014,36,9,0.15038,0.238489,0.050831,0.211682,32.36,300.8484,300.2288,296.9821,304.17,296.29,53.8968,5.9412,7.8835,27.97,26.6723,8.5849,30.76,22.17,30.41,0.867,0.57,6,5,9,0,7
Gampaha,Sri_Lanka,2015,22,6,0.316487,0.20071,0.126208,0.232637,71.08,301.431,301.0544,299.7218,303.69,298.42,89.1031,9.6907,5.2782,75.02,28.1936,5.0802,30.33,25.25,77.97,0.702,0.628,17,16,17,0,15
Ampara,Sri_Lanka,2022,46,12,-0.017673,0.048666,0.075095,0.126974,8.76,298.7264,299.0694,293.5578,301.15,296.99,73.7107,8.2165,4.1579,7.56,26.2128,4.1767,27.77,23.59,7.76,0.732,0.588,1,1,0,0,0
Colombo,Sri_Lanka,1991,5,2,0.117677,0.060353,0.121094,0.069552,29.78,299.8584,299.8729,293.9091,301.95,297.8,77.8663,8.7678,4.1442,30.87,26.9603,3.6355,29.0,25.36,28.95,0.754,0.571,7,6,11,0,5
Karachi,Sindh_PK,2023,41,11,0.325726,0.324691,0.375564,0.329413,107.43,297.3699,297.1194,295.2855,299.92,294.32,53.3546,5.6742,5.6084,121.3,24.3021,4.8321,25.83,21.0,104.68,0.821,0.53,3,7,1,0,1
Gampaha,Sri_Lanka,2004,1,1,0.047321,0.08467,0.203083,0.096817,20.3,298.2367,298.5922,293.5384,299.65,297.54,84.7354,9.0445,2.1059,23.16,25.0534,2.3793,26.42,24.04,27.06,0.729,0.623,2,5,3,0,3
Galle,Sri_Lanka,2010,7,2,0.243823,0.358591,0.234062,0.298845,82.4,298.7965,298.5881,295.5818,300.21,296.97,88.1445,9.4024,3.2403,90.93,26.044,3.0411,26.9,23.86,84.64,0.732,0.605,52,50,48,0,53
Quetta,Balochistan_PK,1998,19,5,0.095961,0.060103,0.050565,0.09146,19.1,289.8501,289.8112,284.1152,293.37,286.25,48.4731,5.0914,7.1255,18.53,16.5724,6.7983,22.0,13.5,21.47,0.207,0.273,0,1,0,0,0
San_Juan,Puerto_Rico,1998,14,4,0.005275,0.095378,0.052494,0.093489,17.23,300.2537,300.1231,296.077,302.47,297.78,84.8267,8.9827,4.686,17.99,28.196,5.2785,30.12,24.84,16.84,0.811,0.849,8,9,6,0,11
Gampaha,Sri_Lanka,1999,36,9,0.135255,0.169419,0.220363,0.049068,22.92,300.2641,300.2991,296.3387,302.71,297.89,88.9242,9.4414,4.8255,22.67,26.9863,4.7878,29.86,25.07,19.95,0.761,0.59,53,53,52,1,55
Quetta,Balochistan_PK,2012,6,2,0.027673,-0.043816,-0.042923,0.008577,0.03,294.5878,293.8909,290.9711,297.75,290.03,45.1113,5.2005,7.7204,0.03,20.6658,6.9352,24.21,17.27,2.09,0.163,0.249,1,4,10,0,0
Quetta,Balochistan_PK,2003,28,7,0.017176,0.004725,0.003952,0.034421,1.25,301.2824,301.4144,294.861,305.41,297.42,33.531,5.0,7.9967,1.09,28.1127,8.5307,32.23,23.7,0.0,0.175,0.254,0,1,0,0,0
Muzaffarabad,AJK_PK,2001,29,8,0.194128,0.086112,0.269053,0.143889,17.98,300.3124,299.9007,292.5734,302.43,297.37,81.9191,9.1388,5.0576,18.66,26.6147,4.9846,28.92,23.94,21.44,0.36,0.372,0,0,0,0,2
Ampara,Sri_Lanka,1991,13,4,0.162849,0.069393,0.058831,0.19224,3.73,303.4319,303.429,298.5078,306.11,300.74,86.0441,9.2402,5.3699,4.25,30.4364,4.7978,33.18,28.39,9.32,0.748,0.648,6,3,1,0,4
Peshawar,KPK_PK,1997,22,6,0.178506,0.16258,0.12349,0.186614,23.27,301.3024,301.2886,294.1257,304.33,298.24,78.6209,8.5747,6.088,24.53,27.8087,7.1185,31.98,24.86,24.03,0.611,0.407,5,9,3,0,5
Peshawar,KPK_PK,2024,4,1,0.029804,0.062776,0.006968,0.086412,1.88,298.5112,298.9663,293.4313,302.34,295.59,53.2847,5.674,6.7495,2.14,25.9944,6.4164,29.09,22.68,7.84,0.624,0.428,0,3,1,0,0
Karachi,Sindh_PK,1993,10,3,0.075198,0.006568,0.00305,0.001506,4.93,301.8314,301.9376,297.0101,303.88,300.0,61.6134,6.8656,3.8821,4.43,28.7618,4.0708,30.87,26.8,3.37,0.853,0.493,3,0,0,0,1
Quetta,Balochistan_PK,2014,23,6,0.090935,0.055484,0.064377,0.056003,8.63,297.6076,297.3423,293.0907,302.32,292.37,47.3622,5.3345,9.9474,9.06,23.9671,9.3583,28.72,19.36,11.78,0.205,0.223,0,2,0,0,1
Kandy,Sri_Lanka,2023,10,3,0.179597,0.237331,0.149799,0.233194,50.36,296.3843,296.7433,293.666,300.2,293.29,82.3052,8.5841,6.9154,49.48,23.1449,7.4294,27.39,19.96,51.74,0.799,0.608,7,11,15,0,8
Jaffna,Sri_Lanka,2019,15,4,0.187436,0.178843,0.141027,0.202135,38.5,299.6479,299.669,294.1771,304.15,295.19,63.4897,7.002,8.9594,36.81,26.4388,9.4465,30.8,21.35,29.96,0.718,0.607,4,3,6,0,1
Colombo,Sri_Lanka,1997,32,8,0.124244,0.067346,-0.001498,0.148167,35.07,298.9418,299.1974,296.4062,301.03,297.36,87.9783,9.8753,3.6664,32.94,26.459,3.2512,27.31,24.06,38.41,0.714,0.591,5,3,7,0,8
Muzaffarabad,AJK_PK,2002,51,12,0.149773,-0.050523,-0.1,0.137092,0.01,295.5448,295.7759,289.4348,298.29,293.26,66.9389,7.5687,5.0357,0.01,23.793,6.0161,25.61,19.59,3.09,0.407,0.354,3,1,6,0,0
Colombo,Sri_Lanka,1998,39,10,0.387005,0.517322,0.492634,0.6,150.63,300.4623,300.2318,297.5582,302.4,298.07,79.8953,9.4792,4.3303,141.06,26.6723,4.5018,29.45,24.95,151.92,0.799,0.606,5,5,8,0,7
Karachi,Sindh_PK,1995,7,2,0.061616,-0.033181,-0.007582,0.023918,1.24,298.7487,298.7474,294.9763,301.94,295.55,65.6729,7.1677,6.3905,1.25,25.0907,6.9469,29.34,22.39,6.05,0.844,0.509,5,4,2,0,4
Jaffna,Sri_Lanka,2010,44,11,0.113917,0.17175,0.271069,0.244905,57.74,300.6951,300.7234,294.1181,301.62,299.83,66.3591,6.9741,1.7874,52.28,27.9549,2.5314,28.98,26.45,52.78,0.776,0.598,5,1,3,0,2
San_Juan,Puerto_Rico,1993,18,5,0.068495,-0.014023,0.072366,0.133235,14.8,298.4598,298.3001,294.2224,300.78,295.82,93.3052,10.4246,4.9624,14.36,25.0567,5.1372,28.69,23.55,18.31,0.781,0.796,7,5,8,0,7
San_Juan,Puerto_Rico,2002,16,4,0.215267,0.264093,-0.045053,0.047497,46.68,298.3985,298.3712,294.0226,300.62,296.12,73.4372,8.4623,4.5041,44.98,25.4841,5.1277,27.55,22.43,44.19,0.821,0.797,150,154,160,1,150
Gampaha,Sri_Lanka,2012,6,2,0.076699,0.08686,0.05901,0.120286,4.54,297.6982,297.4102,290.4906,298.21,296.61,99.0,11.1703,1.6053,4.18,25.4348,2.0,24.41,23.21,0.0,0.75,0.585,18,15,13,0,20
Galle,Sri_Lanka,2024,21,6,0.11742,0.092495,0.105745,0.097808,13.96,298.8292,298.6067,290.0887,301.25,295.96,88.2963,9.2578,5.2899,14.44,25.8454,5.329,27.86,22.53,17.22,0.726,0.623,73,69,73,1,72
Quetta,Balochistan_PK,2013,52,12,-0.012374,0.038355,-0.021308,0.011591,0.44,304.9096,304.9175,299.7209,311.6,298.24,57.9464,6.3426,13.3594,0.47,32.2227,14.3001,39.38,25.08,1.8,0.191,0.249,4,7,7,0,1
San_Juan,Puerto_Rico,2006,19,5,0.147845,0.131178,0.265551,0.189711,61.17,297.5281,297.3359,293.2515,300.39,294.28,84.7169,9.4072,6.1088,58.7,24.4016,6.1149,27.51,21.4,63.98,0.774,0.8,13,14,8,0,10
Karachi,Sindh_PK,2016,47,12,0.041849,0.022207,0.017233,0.003123,0.51,302.7798,302.5987,299.4605,305.28,299.92,64.4348,7.0343,5.3622,0.56,30.4472,4.2262,31.42,27.19,7.68,0.818,0.511,7,10,5,0,10
Muzaffarabad,AJK_PK,2007,38,10,0.071171,0.060326,0.096226,0.091453,5.9,295.0699,295.1503,290.6397,297.75,292.55,61.5793,6.4652,5.1996,5.05,21.8231,4.6455,24.06,19.41,1.77,0.457,0.399,1,0,0,0,0
Lahore,Punjab_PK,2014,12,3,0.123661,0.268734,0.165385,0.143453,47.55,298.5225,298.1964,292.4611,303.25,293.14,81.8031,8.3293,10.1052,49.95,25.7531,10.2142,29.79,19.57,46.44,0.908,0.566,5,5,9,0,7
Ampara,Sri_Lanka,2010,23,6,0.057737,0.123973,0.072976,0.103945,8.09,300.6932,300.939,296.1711,304.05,297.83,65.4352,7.5443,6.222,7.15,27.2775,6.0357,30.87,24.84,14.73,0.774,0.603,3,2,8,0,4
Jaffna,Sri_Lanka,2014,48,12,0.170046,0.115836,0.158613,0.104514,43.28,302.1511,302.6796,297.1626,305.32,300.03,85.4269,9.6889,5.2896,48.4,29.7963,5.7549,32.99,27.24,41.29,0.659,0.595,6,2,4,0,3
Gampaha,Sri_Lanka,2020,39,10,0.040161,0.126614,0.051927,0.150908,15.86,299.8329,299.6053,295.1046,301.13,298.08,78.3416,8.295,3.0509,17.74,26.4751,2.0,27.56,25.84,14.43,0.777,0.61,6,10,11,0,5
Gampaha,Sri_Lanka,2021,38,10,0.212828,0.288253,0.45973,0.442816,108.65,299.7052,300.0762,293.6766,303.71,296.44,77.9534,8.9687,7.2747,118.39,26.7929,7.41,30.96,23.55,110.63,0.707,0.595,5,3,9,0,7
Gampaha,Sri_Lanka,2010,41,11,0.089899,-0.008393,0.071108,0.126568,12.6,299.8158,299.8856,294.6866,302.01,297.76,86.5938,9.6987,4.2566,12.4,26.4429,3.5828,28.5,24.92,5.26,0.776,0.591,0,0,4,0,2
Ampara,Sri_Lanka,2004,25,7,0.184677,0.153624,0.223553,0.230958,33.03,301.6923,301.9569,299.5136,306.17,297.74,84.1625,9.1041,8.4246,34.54,28.846,6.9614,32.1,25.14,37.62,0.742,0.602,11,13,11,0,8
Quetta,Balochistan_PK,1999,37,10,0.034474,0.006391,0.001597,-0.008605,1.26,298.5497,298.7262,292.9157,304.62,292.83,49.0904,5.3612,11.7914,1.3,25.0456,11.8582,31.44,19.58,5.89,0.169,0.294,0,2,4,0,0
Galle,Sri_Lanka,1994,18,5,0.032397,0.055762,0.071202,0.17223,7.09,300.4913,301.0759,294.8598,302.91,299.24,79.8925,8.9571,3.6782,6.77,28.5535,3.4565,29.8,26.35,0.82,0.812,0.622,8,10,10,0,7
Kandy,Sri_Lanka,2004,3,1,0.422372,0.195306,0.341401,0.268706,26.42,298.4091,298.4946,294.8479,300.92,296.07,65.7236,6.8928,4.8489,29.59,25.4221,5.8443,28.13,22.29,25.32,0.764,0.612,6,10,4,0,3
San_Juan,Puerto_Rico,1990,30,8,0.269876,0.1441,0.224525,0.185622,65.94,299.6991,299.4327,295.9532,301.0,297.86,84.3171,9.3279,3.1386,57.72,27.1146,3.4373,27.44,24.01,67.49,0.846,0.785,15,15,13,0,12
Islamabad,ICT_PK,2021,1,1,0.031197,0.013427,0.085144,-0.075658,3.53,302.4016,302.3794,296.2744,307.2,297.56,69.6569,7.4482,9.6422,3.54,29.7811,9.3696,33.41,24.04,3.66,0.706,0.654,0,0,0,0,0
San_Juan,Puerto_Rico,1999,24,6,0.44886,0.302463,0.213542,0.286691,83.02,299.4822,299.1906,292.9206,300.26,298.12,91.0449,9.6405,2.1327,79.76,26.229,2.0,27.51,25.53,80.25,0.822,0.81,15,13,9,0,17
Peshawar,KPK_PK,2024,22,6,0.169531,0.174988,0.005855,0.214211,39.27,305.082,305.2877,300.2831,310.47,300.1,52.5269,5.665,10.3683,43.92,31.7806,9.2931,37.62,28.32,34.88,0.684,0.445,0,4,2,0,3
Jaffna,Sri_Lanka,1996,9,3,0.071039,0.026499,0.163275,0.087028,23.3,302.6407,302.6813,298.4885,304.72,300.64,63.1897,6.6338,4.0868,21.15,29.3319,4.3555,32.09,27.74,18.13,0.796,0.593,2,0,0,0,4
Karachi,Sindh_PK,1995,21,6,0.086935,0.028529,-0.014299,0.05154,2.8,302.2801,302.1914,297.8981,305.82,298.57,94.715,9.9685,7.2472,2.76,28.3111,6.8125,32.05,25.24,5.79,0.86,0.492,5,7,5,0,5
Karachi,Sindh_PK,2011,33,9,0.122512,0.121935,0.160414,0.095356,20.06,293.7821,293.9441,289.3967,300.5,287.39,67.2211,6.816,13.116,19.89,21.3363,13.3337,27.5,14.16,13.55,0.908,0.511,6,5,10,0,3
Jaffna,Sri_Lanka,2022,30,8,0.383186,0.368854,0.348082,0.30876,99.48,300.2707,299.9608,294.775,304.14,295.79,60.0717,6.3014,8.3508,108.7,27.5042,7.4325,30.22,22.79,105.64,0.768,0.599,7,6,11,0,4
Islamabad,ICT_PK,2021,19,5,0.127496,0.122983,0.043532,-0.006417,11.44,296.9868,296.6573,291.7868,302.49,290.82,84.6982,9.1856,11.6681,12.58,23.3918,12.3647,29.08,16.72,13.79,0.744,0.639,4,8,4,0,5
Karachi,Sindh_PK,2012,10,3,0.059222,0.073067,0.080555,0.031861,8.97,299.8849,300.0526,294.0584,305.22,294.89,65.7332,6.6052,10.3303,9.66,26.7274,12.6129,33.28,20.67,7.53,0.859,0.531,3,4,5,0,2
Colombo,Sri_Lanka,2001,45,12,0.575507,0.498692,0.342591,0.519697,144.3,301.2732,301.1314,296.9473,302.72,299.55,91.3492,9.5707,3.1705,126.45,29.212,2.4544,28.91,26.46,143.7,0.8,0.581,34,35,29,0,33
Peshawar,KPK_PK,1993,51,12,0.145628,0.179012,0.23917,0.193675,39.44,291.85,291.5249,284.0727,293.64,289.41,59.296,6.7504,4.2244,37.79,18.4595,5.0103,22.0,15.9,44.52,0.594,0.399,0,3,4,0,0
Gampaha,Sri_Lanka,2017,22,6,0.214714,0.163839,0.191203,0.146712,41.42,301.5465,301.3409,297.9483,304.53,298.16,81.8621,10.0828,6.37,41.59,29.0045,6.0581,31.39,25.33,42.19,0.692,0.601,13,10,14,0,16
San_Juan,Puerto_Rico,2008,5,2,0.252832,0.116549,0.00337,0.102062,33.31,299.6473,299.8533,295.2971,301.52,298.18,81.6858,8.6567,3.341,33.32,26.7558,2.5209,27.88,25.36,33.05,0.829,0.804,7,4,2,0,5
